,Query,Code,replace_subsysname,replace_fngname,replace_scadades,replace_scadaname,replace_scadafno,replace_alarmno,replace_alarmdes,replace_feventdetails
83,What are units for Wind Speed 1 Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 1 Standard Deviation""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Wind Speed 1 Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 1 Standard Deviation""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Wind Speed 2 Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Wind Speed 2 Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Wind Speed 2 Mean Value SCADA feature?,"MATCH(n:Feature{description:""Wind Speed 2 Mean Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Wind Speed 2 Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Speed 2 Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Wind Speed 2 Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Speed 2 Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Wind Speed 2 Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Mean Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Wind Speed 2 Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Mean Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Wind Speed 2 Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Wind Speed 2 Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Wind Speed 2 Minimum Value SCADA feature?,"MATCH(n:Feature{description:""Wind Speed 2 Minimum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Wind Speed 2 Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Speed 2 Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Wind Speed 2 Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Speed 2 Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Wind Speed 2 Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Minimum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Wind Speed 2 Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Minimum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Wind Speed 2 Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Wind Speed 2 Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Wind Speed 2 Maximum Value SCADA feature?,"MATCH(n:Feature{description:""Wind Speed 2 Maximum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Wind Speed 2 Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Speed 2 Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Wind Speed 2 Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Speed 2 Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Wind Speed 2 Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Maximum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Wind Speed 2 Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Maximum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Wind Speed 2 Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Standard Deviation""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Wind Speed 2 Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Standard Deviation""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Wind Speed 2 Standard Deviation SCADA feature?,"MATCH(n:Feature{description:""Wind Speed 2 Standard Deviation""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Wind Speed 2 Standard Deviation wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Speed 2 Standard Deviation""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Wind Speed 2 Standard Deviation wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Speed 2 Standard Deviation""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Wind Speed 2 Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Standard Deviation""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Wind Speed 2 Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Speed 2 Standard Deviation""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Average Wind Speed Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Average Wind Speed Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Average Wind Speed Mean Value SCADA feature?,"MATCH(n:Feature{description:""Average Wind Speed Mean Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Average Wind Speed Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Average Wind Speed Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Average Wind Speed Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Average Wind Speed Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Average Wind Speed Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Mean Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Average Wind Speed Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Mean Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Average Wind Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Average Wind Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Average Wind Speed Minimum Value SCADA feature?,"MATCH(n:Feature{description:""Average Wind Speed Minimum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Average Wind Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Average Wind Speed Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Average Wind Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Average Wind Speed Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Average Wind Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Minimum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Average Wind Speed Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Minimum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Average Wind Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Average Wind Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Average Wind Speed Maximum Value SCADA feature?,"MATCH(n:Feature{description:""Average Wind Speed Maximum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Average Wind Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Average Wind Speed Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Average Wind Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Average Wind Speed Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Average Wind Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Maximum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Average Wind Speed Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Maximum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Average Wind Speed Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Standard Deviation""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Average Wind Speed Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Standard Deviation""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Average Wind Speed Standard Deviation SCADA feature?,"MATCH(n:Feature{description:""Average Wind Speed Standard Deviation""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Average Wind Speed Standard Deviation wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Average Wind Speed Standard Deviation""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Average Wind Speed Standard Deviation wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Average Wind Speed Standard Deviation""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Average Wind Speed Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Standard Deviation""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Average Wind Speed Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Average Wind Speed Standard Deviation""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Absolute Wind Direction Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Absolute Wind Direction Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Absolute Wind Direction Mean Value SCADA feature?,"MATCH(n:Feature{description:""Absolute Wind Direction Mean Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Absolute Wind Direction Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Absolute Wind Direction Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Absolute Wind Direction Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Absolute Wind Direction Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Absolute Wind Direction Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Mean Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Absolute Wind Direction Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Mean Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Absolute Wind Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Absolute Wind Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Absolute Wind Direction Minimum Value SCADA feature?,"MATCH(n:Feature{description:""Absolute Wind Direction Minimum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Absolute Wind Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Absolute Wind Direction Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Absolute Wind Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Absolute Wind Direction Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Absolute Wind Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Minimum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Absolute Wind Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Minimum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Absolute Wind Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Absolute Wind Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Absolute Wind Direction Maximum Value SCADA feature?,"MATCH(n:Feature{description:""Absolute Wind Direction Maximum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Absolute Wind Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Absolute Wind Direction Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Absolute Wind Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Absolute Wind Direction Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Absolute Wind Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Maximum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Absolute Wind Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Maximum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Absolute Wind Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Standard Deviation""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Absolute Wind Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Standard Deviation""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Absolute Wind Direction Standard Deviation SCADA feature?,"MATCH(n:Feature{description:""Absolute Wind Direction Standard Deviation""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Absolute Wind Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Absolute Wind Direction Standard Deviation""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Absolute Wind Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Absolute Wind Direction Standard Deviation""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Absolute Wind Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Standard Deviation""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Absolute Wind Direction Standard Deviation wind turbine SCADA feature,"MATCH(n:Feature{description:""Absolute Wind Direction Standard Deviation""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Wind Vane 1 Direction Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Wind Vane 1 Direction Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Mean Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Wind Vane 1 Direction Mean Value SCADA feature?,"MATCH(n:Feature{description:""Wind Vane 1 Direction Mean Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Wind Vane 1 Direction Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Vane 1 Direction Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Wind Vane 1 Direction Mean Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Vane 1 Direction Mean Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Wind Vane 1 Direction Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Mean Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Wind Vane 1 Direction Mean Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Mean Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Wind Vane 1 Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Wind Vane 1 Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Minimum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Wind Vane 1 Direction Minimum Value SCADA feature?,"MATCH(n:Feature{description:""Wind Vane 1 Direction Minimum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Wind Vane 1 Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Vane 1 Direction Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Wind Vane 1 Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Vane 1 Direction Minimum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,What are units for Wind Vane 1 Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Minimum Value""}) RETURN n.unit",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
84,What is the feature label for Wind Vane 1 Direction Minimum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Minimum Value""}) RETURN n.name",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28,Show details for Wind Vane 1 Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
47,Show description of the Wind Vane 1 Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Feature{description:""Wind Vane 1 Direction Maximum Value""}) RETURN n",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
48,What fault events are caused in the wind turbine by the Wind Vane 1 Direction Maximum Value SCADA feature?,"MATCH(n:Feature{description:""Wind Vane 1 Direction Maximum Value""})-[:RELATESTO]-(p) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,Show specific corrective actions relating to Wind Vane 1 Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Vane 1 Direction Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
75,What are specific corrective actions due to inconsistency in Wind Vane 1 Direction Maximum Value wind turbine SCADA feature,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:RELATESTO]-(r:Feature{description:""Wind Vane 1 Direction Maximum Value""}) RETURN p",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
